Name,Symptoms
Testicular lumps and swellings|Benjolan dan pembengkakan testis,"['An unusual lump|Benjolan yang tidak biasa', 'Sudden pain|Nyeri tiba-tiba', 'Tender, swollen or hardened testicle|Testis lunak, bengkak atau mengeras']"
Threadworms|Cacing kremi,"['loss of appetite|kehilangan selera makan', 'weight loss|penurunan berat badan', 'bedwetting|mengompol']"
Thyroid cancer|Kanker tiroid,"['A lump in the neck, sometimes growing quickly|Benjolan di leher, terkadang tumbuh dengan cepat', 'Swelling in the neck|Bengkak di leher', 'Trouble swallowing|Kesulitan menelan', 'Trouble breathing|Kesulitan bernapas']"
Tinnitus|tinnitus,"['Ringing|Dering', 'Buzzing|Berdengung', 'Roaring|Gemuruh', 'Clicking|Mengklik', 'Hissing|Desis', 'Humming|Bersenandung']"
Tonsillitis|Tonsilitis,"['Red, swollen tonsils|Merah, amandel bengkak', 'White or yellow coating or patches on the tonsils|Lapisan atau bercak putih atau kuning pada amandel', 'Sore throat|Sakit tenggorokan', 'Difficult or painful swallowing|Sulit atau menyakitkan saat menelan', 'Fever|Demam', 'Enlarged, tender glands (lymph nodes) in the neck|Kelenjar lunak yang membesar (kelenjar getah bening) di leher', 'A scratchy, muffled or throaty voice|Suara serak, teredam, atau serak', 'Bad breath|Bau mulut']"
Tooth decay|Kerusakan gigi,['bad breath|bau mulut']
Toothache|Sakit gigi,"['Swelling around the tooth|Pembengkakan di sekitar gigi', 'Fever or headache|Demam atau sakit kepala', 'Foul-tasting drainage from the infected tooth|Drainase berbau busuk dari gigi yang terinfeksi', 'A bad odor from the mouth|Bau tak sedap dari mulut']"
Transient ischaemic attack (TIA)|Serangan iskemik transien (TIA),['Blindness in one or both eyes or double vision|Kebutaan di satu atau kedua mata atau penglihatan ganda']
Trigeminal neuralgia|Neuralgia trigeminal,['muscle spasms|kejang otot']
Tuberculosis (TB)|Tuberkulosis (TB),"['Coughing that lasts three or more weeks|Batuk yang berlangsung tiga minggu atau lebih', 'Coughing up blood|Batuk darah', 'Chest pain, or pain with breathing or coughing|Nyeri dada, atau nyeri saat bernapas atau batuk', 'Unintentional weight loss|Penurunan berat badan yang tidak disengaja', 'Fatigue|Kelelahan', 'Fever|Demam', 'Night sweats|Keringat malam', 'Chills|Panas dingin']"
Type 1 diabetes|Diabetes tipe 1,"['Increased thirst|Meningkatnya rasa haus', 'Frequent urination|Sering buang air kecil', 'Extreme hunger|Rasa lapar yang ekstrim', 'Unintended weight loss|Penurunan berat badan yang tidak diinginkan', 'Irritability and other mood changes|Iritabilitas dan perubahan mood lainnya', 'Fatigue and weakness|Kelelahan dan kelemahan', 'Blurred vision|Penglihatan kabur']"
Type 2 diabetes|Diabetes tipe 2,"['Increased thirst|Meningkatnya rasa haus', 'Frequent urination|Sering buang air kecil', 'Increased hunger|Rasa lapar meningkat', 'Unintended weight loss|Penurunan berat badan yang tidak diinginkan', 'Fatigue|Kelelahan', 'Blurred vision|Penglihatan kabur', 'Slow-healing sores|Luka sembuh lambat', 'Frequent infections|Infeksi yang sering']"
Ulcerative colitis|Kolitis ulseratif,"['Diarrhea, often with blood or pus|Diare, seringkali disertai darah atau nanah', 'Abdominal pain and cramping|Sakit perut dan kram', 'Rectal pain|Nyeri rektal', 'Urgency to defecate|Urgensi untuk buang air besar', 'Inability to defecate despite urgency|Ketidakmampuan untuk buang air besar meski mendesak', 'Weight loss|Penurunan berat badan', 'Fatigue|Kelelahan']"
Underactive thyroid|Tiroid kurang aktif,"['tiredness|kelelahan', 'being sensitive to cold|peka terhadap dingin', 'weight gain|penambahan berat badan', 'constipation|sembelit', 'depression|depresi', 'slow movements and thoughts|gerakan dan pikiran lambat', 'muscle aches and weakness|nyeri otot dan kelemahan', 'muscle cramps|kram otot']"
Urinary tract infection (UTI)|Infeksi saluran kemih (ISK),"['A strong, persistent urge to urinate|Dorongan yang kuat dan terus menerus untuk buang air kecil', 'A burning sensation when urinating|Sensasi terbakar saat buang air kecil', 'Passing frequent, small amounts of urine|Sering buang air kecil dalam jumlah sedikit', 'Urine that appears cloudy|Urine yang tampak keruh']"
Urinary tract infection (UTI) in children|Infeksi saluran kemih (ISK) pada anak-anak,"['Fever|Demam', 'Pain in the low back or around the bladder|Nyeri di punggung bawah atau di sekitar kandung kemih']"
Urticaria (hives)|Urtikaria (gatal-gatal),"['Itching, which may be severe|Gatal, yang mungkin parah']"
Vaginal cancer|Kanker vagina,"['Watery vaginal discharge|Keputihan encer', 'A lump or mass in your vagina|Benjolan atau massa di vagina Anda', 'Painful urination|Buang air kecil yang menyakitkan', 'Frequent urination|Sering buang air kecil', 'Constipation|Sembelit', 'Pelvic pain|Nyeri panggul']"
Vaginal thrush|Sariawan vagina,"['vaginal discomfort – itching or burning|ketidaknyamanan vagina - gatal atau terbakar', 'redness or swelling of the vagina or vulva|kemerahan atau pembengkakan pada vagina atau vulva', 'splits in the genital skin|pecah di kulit genital', 'stinging or burning while urinating or during sex|menyengat atau terbakar saat buang air kecil atau saat berhubungan seks']"
Varicose eczema|Eksim varises,"['The skin should feel cool to the touch, not warm|Kulit akan terasa sejuk saat disentuh, bukan hangat', 'The skin gets flaky and scaly|Kulit bersisik dan bersisik', ""The skin may also look 'rusty' or brown in colour|Kulit mungkin juga terlihat 'berkarat' atau berwarna coklat""]"
Varicose veins|Pembuluh mekar,"['An achy or heavy feeling in your legs|Perasaan sakit atau berat di kaki Anda', 'Itching around one or more of your veins|Gatal di sekitar satu atau lebih pembuluh darah Anda', 'Skin discoloration around a varicose vein|Perubahan warna kulit di sekitar varises']"
Venous leg ulcer|Ulkus kaki vena,"['swollen ankles (oedema)|swollen ankles (oedema)', 'a heavy feeling in your legs|perasaan berat di kaki Anda', 'aching or swelling in your legs|sakit atau bengkak di kaki Anda', 'Unevenly shaped borders|Perbatasan berbentuk tidak rata', 'Leg pain|Sakit kaki']"
Vertigo|Vertigo,"['Dizziness|Pusing', 'A loss of balance or unsteadiness|Hilangnya keseimbangan atau ketidakstabilan', 'Nausea|Mual', 'Vomiting|Muntah']"
Vitamin B12 or folate deficiency anaemia|Vitamin B12 atau anemia defisiensi folat,"['extreme tiredness|kelelahan ekstrim', 'a lack of energy|kekurangan energi', 'pins and needles (paraesthesia)|pin dan jarum (paresthesia)', 'a sore and red tongue|lidah sakit dan merah', 'mouth ulcers|sariawan', 'muscle weakness|kelemahan otot', 'disturbed vision|penglihatan terganggu']"
Vomiting in adults|Muntah pada orang dewasa,"['severe chest pain|nyeri dada yang parah', 'sudden and severe headache|sakit kepala mendadak dan parah', 'shortness of breath|sesak napas', 'blurred vision|penglihatan kabur', 'sudden stomach pain|sakit perut mendadak', 'stiff neck and high fever|leher kaku dan demam tinggi', 'blood in the vomit|darah di muntahan']"
Vulval cancer|Kanker vulva,"[""Itching that doesn't go away|Gatal yang tidak kunjung sembuh"", 'Pain and tenderness|Nyeri dan nyeri tekan', ""Bleeding that isn't from menstruation|Pendarahan yang bukan dari menstruasi"", 'Skin changes, such as color changes or thickening|Perubahan kulit, seperti perubahan warna atau penebalan', 'A lump, wartlike bumps or an open sore (ulcer)|Benjolan, kutil seperti benjolan atau luka terbuka (maag)']"
Warts and verrucas|Kutil dan veruka,"['the skin area of the wart is white|area kulit kutil berwarna putih', 'they are not raised from the surface of your skin|mereka tidak terangkat dari permukaan kulit Anda', 'they appear on the soles of your feet|mereka muncul di telapak kaki Anda']"
Whooping cough|Batuk rejan,"['paroxysmal cough|batuk paroksismal', 'episodes of no breathing|episode tidak bernapas', 'vomiting|muntah', 'or watery eyes|atau mata berair']"
Wilms’ tumour|Tumor Wilms,"['Fever|Demam', 'Blood in the urine|Darah dalam urin', 'Nausea or vomiting or both|Mual atau muntah atau keduanya', 'Constipation|Sembelit', 'Loss of appetite|Kehilangan selera makan', 'Shortness of breath|Sesak napas', 'High blood pressure|Tekanan darah tinggi']"
Yellow fever|Demam kuning,"['Fever|Demam', 'Headache|Sakit kepala', 'Muscle aches, particularly in your back and knees|Nyeri otot, terutama di punggung dan lutut', 'Sensitivity to light|Sensitivitas terhadap cahaya', 'Nausea, vomiting or both|Mual, muntah atau keduanya', 'Loss of appetite|Kehilangan selera makan', 'Dizziness|Pusing', 'Red eyes, face or tongue|Mata merah, wajah atau lidah']"
